;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Relative permittivity at zero frequency;Relative permittivity at zero frequency_std
118594;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.0;298.15;101.0;30.95;0.02
118595;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.0435;298.15;101.0;30.42;0.02
118596;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.0998;298.15;101.0;29.69;0.02
118597;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.197;298.15;101.0;28.31;0.02
118598;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.2962;298.15;101.0;26.74;0.02
118599;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.3996;298.15;101.0;24.95;0.02
118600;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.4964;298.15;101.0;23.13;0.02
118601;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.5955;298.15;101.0;21.13;0.02
118602;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.6996;298.15;101.0;18.88;0.02
118603;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.8001;298.15;101.0;16.58;0.02
118604;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.8999;298.15;101.0;14.13;0.02
118605;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.9499;298.15;101.0;12.83;0.02
118606;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;1.0;298.15;101.0;11.5;0.02
118607;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.0;303.15;101.0;30.03;0.02
118608;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.0435;303.15;101.0;29.5;0.02
118609;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.0998;303.15;101.0;28.76;0.02
118610;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.197;303.15;101.0;27.4;0.02
118611;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.2962;303.15;101.0;25.88;0.02
118612;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.3996;303.15;101.0;24.14;0.02
118613;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.4964;303.15;101.0;22.39;0.02
118614;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.5955;303.15;101.0;20.46;0.02
118615;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.6996;303.15;101.0;18.29;0.02
118616;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.8001;303.15;101.0;16.06;0.02
118617;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.8999;303.15;101.0;13.7;0.02
118618;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;0.9499;303.15;101.0;12.46;0.02
118619;j.jct.2007.09.004;bis(2-hydroxyethyl) ether;ethanol, 2-propoxy-;OCCOCCO;CCCOCCO;111-46-6;83855-85-0;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;1.0;303.15;101.0;11.19;0.02
118659;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.0;293.15;101.0;23.69;0.02
118660;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.0501;293.15;101.0;23.33;0.02
118661;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.1003;293.15;101.0;22.93;0.02
118662;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.2005;293.15;101.0;22.09;0.02
118663;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.2999;293.15;101.0;21.25;0.02
118664;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.4001;293.15;101.0;20.35;0.02
118665;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.5;293.15;101.0;19.33;0.02
118666;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.6002;293.15;101.0;18.11;0.02
118667;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.7002;293.15;101.0;16.71;0.02
118668;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.8;293.15;101.0;15.16;0.02
118669;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.9;293.15;101.0;13.53;0.02
118670;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.95;293.15;101.0;12.69;0.02
118671;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;1.0;293.15;101.0;11.76;0.02
118672;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.0;298.15;101.0;23.07;0.02
118673;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.0501;298.15;101.0;22.71;0.02
118674;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.1003;298.15;101.0;22.33;0.02
118675;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.2005;298.15;101.0;21.51;0.02
118676;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.2999;298.15;101.0;20.64;0.02
118677;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.4001;298.15;101.0;19.66;0.02
118678;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.5;298.15;101.0;18.59;0.02
118679;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.6002;298.15;101.0;17.41;0.02
118680;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.7002;298.15;101.0;16.13;0.02
118681;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.8;298.15;101.0;14.73;0.02
118682;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.9;298.15;101.0;13.18;0.02
118683;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.95;298.15;101.0;12.36;0.02
118684;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;1.0;298.15;101.0;11.5;0.02
118685;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.0;303.15;101.0;22.43;0.02
118686;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.0501;303.15;101.0;22.07;0.02
118687;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.1003;303.15;101.0;21.68;0.02
118688;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.2005;303.15;101.0;20.89;0.02
118689;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.2999;303.15;101.0;20.02;0.02
118690;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.4001;303.15;101.0;19.06;0.02
118691;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.5;303.15;101.0;18.02;0.02
118692;j.jct.2007.09.004;triethylene glycol;ethanol, 2-propoxy-;OCCOCCOCCO;CCCOCCO;118662-30-9;83855-85-0;InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N;InChIKey=YEYKMVJDLWJFOA-UHFFFAOYSA-N;triethylene glycol__ethanol, 2-propoxy-;0.6002;303.15;101.0;16.88;0.02
